img_id,class_id,class_name,image_path
ILSVRC2012_val_00041325,n02699494,altar,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00041325.JPEG
ILSVRC2012_val_00012428,n01644373,tree frog,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00012428.JPEG
ILSVRC2012_val_00041747,n15075141,toilet tissue,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00041747.JPEG
ILSVRC2012_val_00003986,n03544143,hourglass,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00003986.JPEG
ILSVRC2012_val_00026966,n01914609,sea anemone,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00026966.JPEG
ILSVRC2012_val_00027005,n01498041,stingray,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00027005.JPEG
ILSVRC2012_val_00002415,n02236044,mantis,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00002415.JPEG
ILSVRC2012_val_00008795,n03240683,drilling platform,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00008795.JPEG
ILSVRC2012_val_00019595,n03272562,electric locomotive,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00019595.JPEG
ILSVRC2012_val_00005111,n03673027,liner,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00005111.JPEG
ILSVRC2012_val_00027271,n01910747,jellyfish,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00027271.JPEG
ILSVRC2012_val_00040218,n02326432,hare,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00040218.JPEG
ILSVRC2012_val_00014662,n02137549,mongoose,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00014662.JPEG
ILSVRC2012_val_00040933,n02013706,limpkin,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00040933.JPEG
ILSVRC2012_val_00029857,n03777754,modem,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00029857.JPEG
ILSVRC2012_val_00027314,n02747177,ashcan,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00027314.JPEG
ILSVRC2012_val_00035130,n03255030,dumbbell,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00035130.JPEG
ILSVRC2012_val_00005627,n02123394,Persian cat,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00005627.JPEG
ILSVRC2012_val_00016719,n03388043,fountain,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00016719.JPEG
ILSVRC2012_val_00032848,n04599235,wool,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00032848.JPEG
ILSVRC2012_val_00039127,n02865351,bolo tie,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00039127.JPEG
ILSVRC2012_val_00027852,n04141327,scabbard,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00027852.JPEG
ILSVRC2012_val_00026900,n02835271,bicycle-built-for-two,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00026900.JPEG
ILSVRC2012_val_00042527,n03062245,cocktail shaker,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00042527.JPEG
ILSVRC2012_val_00047734,n03444034,go-kart,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00047734.JPEG
ILSVRC2012_val_00004845,n01877812,wallaby,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00004845.JPEG
ILSVRC2012_val_00014663,n03920288,Petri dish,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00014663.JPEG
ILSVRC2012_val_00048516,n04037443,racer,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00048516.JPEG
ILSVRC2012_val_00001103,n02825657,bell cote,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00001103.JPEG
ILSVRC2012_val_00048617,n03775546,mixing bowl,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00048617.JPEG
ILSVRC2012_val_00010840,n04501370,turnstile,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00010840.JPEG
ILSVRC2012_val_00021006,n02130308,cheetah,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00021006.JPEG
ILSVRC2012_val_00032697,n02790996,barbell,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00032697.JPEG
ILSVRC2012_val_00021617,n01729977,green snake,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00021617.JPEG
ILSVRC2012_val_00026323,n02256656,cicada,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00026323.JPEG
ILSVRC2012_val_00026086,n02110185,Siberian husky,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00026086.JPEG
ILSVRC2012_val_00016448,n03662601,lifeboat,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00016448.JPEG
ILSVRC2012_val_00015982,n03602883,joystick,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00015982.JPEG
ILSVRC2012_val_00024148,n02111277,Newfoundland,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00024148.JPEG
ILSVRC2012_val_00020590,n02981792,catamaran,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00020590.JPEG
ILSVRC2012_val_00031220,n02088364,beagle,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00031220.JPEG
ILSVRC2012_val_00036239,n03976657,pole,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00036239.JPEG
ILSVRC2012_val_00043244,n02950826,cannon,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00043244.JPEG
ILSVRC2012_val_00034774,n01986214,hermit crab,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00034774.JPEG
ILSVRC2012_val_00033845,n12985857,coral fungus,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00033845.JPEG
ILSVRC2012_val_00035970,n04277352,spindle,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00035970.JPEG
ILSVRC2012_val_00022968,n04346328,stupa,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00022968.JPEG
ILSVRC2012_val_00020227,n04019541,puck,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00020227.JPEG
ILSVRC2012_val_00002913,n03016953,chiffonier,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00002913.JPEG
ILSVRC2012_val_00025971,n03775071,mitten,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00025971.JPEG
ILSVRC2012_val_00036132,n01798484,prairie chicken,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00036132.JPEG
ILSVRC2012_val_00047351,n02965783,car mirror,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00047351.JPEG
ILSVRC2012_val_00010758,n02102177,Welsh springer spaniel,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00010758.JPEG
ILSVRC2012_val_00007397,n04592741,wing,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00007397.JPEG
ILSVRC2012_val_00036345,n01667114,mud turtle,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00036345.JPEG
ILSVRC2012_val_00033370,n03998194,prayer rug,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00033370.JPEG
ILSVRC2012_val_00010020,n02500267,indri,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00010020.JPEG
ILSVRC2012_val_00045106,n03782006,monitor,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00045106.JPEG
ILSVRC2012_val_00045218,n03976657,pole,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00045218.JPEG
ILSVRC2012_val_00028075,n04317175,stethoscope,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00028075.JPEG
ILSVRC2012_val_00030523,n01682714,American chameleon,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00030523.JPEG
ILSVRC2012_val_00044638,n02963159,cardigan,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00044638.JPEG
ILSVRC2012_val_00036908,n02115641,dingo,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00036908.JPEG
ILSVRC2012_val_00033503,n01797886,ruffed grouse,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00033503.JPEG
ILSVRC2012_val_00012583,n02930766,cab,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00012583.JPEG
ILSVRC2012_val_00009355,n03782006,monitor,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00009355.JPEG
ILSVRC2012_val_00034658,n04179913,sewing machine,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00034658.JPEG
ILSVRC2012_val_00029385,n04146614,school bus,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00029385.JPEG
ILSVRC2012_val_00010732,n03935335,piggy bank,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00010732.JPEG
ILSVRC2012_val_00021224,n02108915,French bulldog,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00021224.JPEG
ILSVRC2012_val_00029682,n02825657,bell cote,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00029682.JPEG
ILSVRC2012_val_00012230,n02114855,coyote,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00012230.JPEG
ILSVRC2012_val_00008222,n02018795,bustard,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00008222.JPEG
ILSVRC2012_val_00013883,n01692333,Gila monster,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00013883.JPEG
ILSVRC2012_val_00014222,n04428191,thresher,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00014222.JPEG
ILSVRC2012_val_00014562,n02992529,cellular telephone,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00014562.JPEG
ILSVRC2012_val_00031693,n02091635,otterhound,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00031693.JPEG
ILSVRC2012_val_00031478,n04592741,wing,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00031478.JPEG
ILSVRC2012_val_00024737,n02172182,dung beetle,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00024737.JPEG
ILSVRC2012_val_00005787,n04266014,space shuttle,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00005787.JPEG
ILSVRC2012_val_00011998,n02489166,proboscis monkey,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00011998.JPEG
ILSVRC2012_val_00031558,n03100240,convertible,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00031558.JPEG
ILSVRC2012_val_00001222,n02093256,Staffordshire bullterrier,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00001222.JPEG
ILSVRC2012_val_00031399,n02002724,black stork,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00031399.JPEG
ILSVRC2012_val_00021469,n02492035,capuchin,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00021469.JPEG
ILSVRC2012_val_00049017,n01728572,thunder snake,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00049017.JPEG
ILSVRC2012_val_00044699,n03666591,lighter,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00044699.JPEG
ILSVRC2012_val_00002964,n03759954,microphone,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00002964.JPEG
ILSVRC2012_val_00014555,n03920288,Petri dish,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00014555.JPEG
ILSVRC2012_val_00015238,n03110669,cornet,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00015238.JPEG
ILSVRC2012_val_00035414,n02088364,beagle,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00035414.JPEG
ILSVRC2012_val_00005419,n02018795,bustard,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00005419.JPEG
ILSVRC2012_val_00043435,n02835271,bicycle-built-for-two,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00043435.JPEG
ILSVRC2012_val_00019620,n03902125,pay-phone,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00019620.JPEG
ILSVRC2012_val_00042950,n03776460,mobile home,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00042950.JPEG
ILSVRC2012_val_00033108,n01751748,sea snake,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00033108.JPEG
ILSVRC2012_val_00026776,n01532829,house finch,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00026776.JPEG
ILSVRC2012_val_00005973,n03240683,drilling platform,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00005973.JPEG
ILSVRC2012_val_00021718,n03724870,mask,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00021718.JPEG
ILSVRC2012_val_00035818,n01693334,green lizard,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00035818.JPEG
ILSVRC2012_val_00028086,n07718747,artichoke,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00028086.JPEG
ILSVRC2012_val_00040627,n02129165,lion,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00040627.JPEG
ILSVRC2012_val_00015179,n03976657,pole,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00015179.JPEG
ILSVRC2012_val_00000327,n02089078,black-and-tan coonhound,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00000327.JPEG
ILSVRC2012_val_00012315,n02280649,cabbage butterfly,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00012315.JPEG
ILSVRC2012_val_00007524,n02027492,red-backed sandpiper,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00007524.JPEG
ILSVRC2012_val_00047771,n03032252,cinema,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00047771.JPEG
ILSVRC2012_val_00023256,n02095570,Lakeland terrier,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00023256.JPEG
ILSVRC2012_val_00030308,n04070727,refrigerator,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00030308.JPEG
ILSVRC2012_val_00003833,n01806567,quail,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00003833.JPEG
ILSVRC2012_val_00017588,n04201297,shoji,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00017588.JPEG
ILSVRC2012_val_00024692,n07747607,orange,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00024692.JPEG
ILSVRC2012_val_00038660,n07871810,meat loaf,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00038660.JPEG
ILSVRC2012_val_00029482,n03657121,lens cap,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00029482.JPEG
ILSVRC2012_val_00047150,n02102973,Irish water spaniel,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00047150.JPEG
ILSVRC2012_val_00000360,n03876231,paintbrush,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00000360.JPEG
ILSVRC2012_val_00008613,n01631663,eft,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00008613.JPEG
ILSVRC2012_val_00031587,n02441942,weasel,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00031587.JPEG
ILSVRC2012_val_00017897,n04086273,revolver,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00017897.JPEG
ILSVRC2012_val_00033407,n07860988,dough,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00033407.JPEG
ILSVRC2012_val_00002479,n01770081,harvestman,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00002479.JPEG
ILSVRC2012_val_00035416,n03657121,lens cap,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00035416.JPEG
ILSVRC2012_val_00046239,n01798484,prairie chicken,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00046239.JPEG
ILSVRC2012_val_00029784,n03063689,coffeepot,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00029784.JPEG
ILSVRC2012_val_00048581,n02445715,skunk,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00048581.JPEG
